id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,license,dateupload,datetaken,datetakengranularity,datetakenunknown,views,machine_tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,url_o,height_o,width_o
49493781706,49493781706,145589989@N04,3fc9961b44,65535,66,Matrei 2020,1,0,0,0,1580934825,2020-02-01 10:13:11,0,0,37,,47.011988,12.620305,16,0,,2777880,1,0,0,0,https://live.staticflickr.com/65535/49493781706_73fa0b1e37_o.jpg,3080,5472
49493282538,49493282538,145589989@N04,d7d5e92737,65535,66,Matrei 2020,1,0,0,0,1580934826,2020-02-01 10:12:33,0,0,37,,47.012002,12.620227,16,0,,2777880,1,0,0,0,https://live.staticflickr.com/65535/49493282538_a79ce4ae8a_o.jpg,3080,5472
48793644587,48793644587,28169156@N03,d67879615a,65535,66,Eurocopter AS350 B3 - Helicopter at work by Großglockner area,1,0,0,4,1569422546,2019-09-13 11:29:48,0,0,1257,,47.021658,12.689166,16,0,,2603936,1,0,0,0,https://live.staticflickr.com/65535/48793644587_571fa917bf_o.jpg,3333,5000
48791393243,48791393243,28169156@N03,9373f90c68,65535,66,Kals am Großglockner,1,0,0,4,1569389902,2019-09-13 11:26:42,0,0,1103,,47.021658,12.689166,16,0,,2603936,1,0,0,0,https://live.staticflickr.com/65535/48791393243_e1a4f9aaec_o.jpg,3333,5000
48439448917,48439448917,90881561@N00,a34a28a2ba,65535,66,Pasterze Glacier,1,0,0,0,1564758564,2019-07-20 14:42:04,0,0,17,,47.040505,12.708191,16,0,,2603936,1,0,0,0,https://live.staticflickr.com/65535/48439448917_a092d8f39e_o.jpg,3648,5472
48439448722,48439448722,90881561@N00,20edde9f3b,65535,66,Pasterze Glacier,1,0,0,0,1564758565,2019-07-20 14:40:44,0,0,18,,47.040505,12.708191,16,0,,2603936,1,0,0,0,https://live.staticflickr.com/65535/48439448722_6de2924bdd_o.jpg,3648,5472
48439301901,48439301901,90881561@N00,9a96bae579,65535,66,Pasterze Glacier,1,0,0,0,1564758566,2019-07-20 14:39:35,0,0,18,,47.040505,12.708191,16,0,,2603936,1,0,0,0,https://live.staticflickr.com/65535/48439301901_d6cb0612fd_o.jpg,3648,5472
48439449132,48439449132,90881561@N00,3942d53490,65535,66,Pasterze Glacier,1,0,0,0,1564758563,2019-07-20 14:43:46,0,0,17,,47.040505,12.708191,16,0,,2603936,1,0,0,0,https://live.staticflickr.com/65535/48439449132_36b853fbc6_o.jpg,3648,5472
47948640911,47948640911,25625826@N00,a0e22f5a66,65535,66,Grossglockner 2019,1,0,0,0,1559022849,2019-05-23 18:32:56,0,0,15,,47.026477,12.687091,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948640911_2642177369_o.jpg,2976,3968
47948584917,47948584917,25625826@N00,dc011be518,65535,66,Grossglockner 2019,1,0,0,0,1559022694,2019-05-23 17:42:43,0,0,17,,47.022480,12.689344,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948584917_a33b661fc1_o.jpg,5120,3840
47948628431,47948628431,25625826@N00,f28b1477ec,65535,66,Grossglockner 2019,1,0,0,0,1559022686,2019-05-23 17:57:50,0,0,14,,47.029722,12.690000,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948628431_42988f7126_o.jpg,3840,5120
47948594343,47948594343,25625826@N00,15f430a248,65535,66,Grossglockner 2019,1,0,0,0,1559022619,2019-05-23 17:57:57,0,0,13,,47.029983,12.690033,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948594343_472aa67f0c_o.jpg,2976,3968
47948578807,47948578807,25625826@N00,363fc9f77f,65535,66,Grossglockner 2019,1,0,0,0,1559022602,2019-05-23 19:29:23,0,0,13,,47.026477,12.687091,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948578807_4f7c6b4d24_o.jpg,3968,2976
47948585208,47948585208,25625826@N00,2e73a092c9,65535,66,Grossglockner 2019,1,0,0,0,1559022495,2019-05-23 19:29:08,0,0,13,,47.026477,12.687091,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948585208_1343740796_o.jpg,2976,3968
47948564122,47948564122,25625826@N00,4e4c624743,65535,66,Grossglockner 2019,1,0,0,0,1559022417,2019-05-23 17:38:59,0,0,15,,47.026477,12.687091,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948564122_22c99dbc9b_o.jpg,5120,3840
47948599876,47948599876,25625826@N00,4a740046b3,65535,66,Grossglockner 2019,1,0,0,0,1559022320,2019-05-23 17:38:42,0,0,14,,47.026477,12.687091,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948599876_c689b1da17_o.jpg,5120,3840
47948593271,47948593271,25625826@N00,3efa6d2303,65535,66,Grossglockner 2019,1,0,0,0,1559022242,2019-05-23 19:29:31,0,0,14,,47.026477,12.687091,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948593271_bac59b0c6e_o.jpg,2976,3968
47948558513,47948558513,25625826@N00,71ea17cb2e,65535,66,Grossglockner 2019,1,0,0,0,1559022175,2019-05-23 18:32:58,0,0,14,,47.026477,12.687091,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948558513_22562e9cd6_o.jpg,2976,3968
47948557363,47948557363,25625826@N00,b6325e2ee1,65535,66,Grossglockner 2019,1,0,0,0,1559022162,2019-05-23 17:42:38,0,0,17,,47.022480,12.689344,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948557363_77d0e0f581_o.jpg,5120,3840
47948534432,47948534432,25625826@N00,8d935e4c37,65535,66,Grossglockner 2019,1,0,0,0,1559022054,2019-05-23 18:32:50,0,0,13,,47.026477,12.687091,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47948534432_2a2d00679f_o.jpg,2976,3968
47935976186,47935976186,25625826@N00,5f8ee0c548,65535,66,Grossglockner 2019,1,0,0,0,1558875134,2019-05-25 07:52:38,0,0,10,,47.022400,12.689522,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47935976186_83b4134361_o.jpg,3840,5120
47935949252,47935949252,25625826@N00,09186dcf14,65535,66,Grossglockner 2019,1,0,0,0,1558875069,2019-05-25 07:53:08,0,0,8,,47.022400,12.689522,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/65535/47935949252_3be4360986_o.jpg,4620,3464
46811829341,46811829341,149944526@N07,5987fd934f,7882,8,DSC05700,1,0,0,0,1547983403,2017-06-24 12:08:57,0,0,16,,47.029394,12.689541,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/7882/46811829341_9895facec0_o.jpg,3648,5472
46759329802,46759329802,149944526@N07,eafd21ccd9,7856,8,DSC05586,1,0,0,0,1547983401,2017-06-24 10:44:09,0,0,12,,47.023849,12.688869,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/7856/46759329802_920129bd9d_o.jpg,3648,5472
32935988168,32935988168,149944526@N07,1014d375e8,7814,8,DSC05609,1,0,0,0,1547983402,2017-06-24 10:59:36,0,0,12,,47.026033,12.690025,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/7814/32935988168_5ebfdf2d66_o.jpg,3648,5472
46759328372,46759328372,149944526@N07,fcb7eaa6a6,7803,8,DSC05621,1,0,0,0,1547983402,2017-06-24 11:14:12,0,0,12,,47.026188,12.689827,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/7803/46759328372_98c8e1ba07_o.jpg,3648,5472
46811814041,46811814041,149944526@N07,602c909db5,4887,5,DSC05635,1,0,0,0,1547983402,2017-06-24 11:39:30,0,0,13,,47.028022,12.689075,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/4887/46811814041_ac457afdcc_o.jpg,3648,5472
46759327032,46759327032,149944526@N07,730ea5cabe,7870,8,DSC05642,1,0,0,0,1547983403,2017-06-24 11:46:02,0,0,12,,47.028022,12.689075,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/7870/46759327032_e8de74cd8c_o.jpg,3648,5472
46759325582,46759325582,149944526@N07,c4dae93cfb,7815,8,DSC05708,1,0,0,0,1547983404,2017-06-24 12:12:10,0,0,11,,47.029394,12.689541,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/7815/46759325582_951f8618bb_o.jpg,3648,5472
31502926828,31502926828,88553830@N02,72840121b3,1908,2,20181014_123033,1,0,0,0,1539513033,2018-10-14 12:30:33,0,0,50,file:md5sum=520ee0c84fe44e881e78f8c4b033ef52 file:sha1sig=97bf8d8a1526c50298dd08f2cc05278789fe7602,47.024594,12.689994,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/1908/31502926828_efcf00e372_o.jpg,2988,5312
30438234957,30438234957,88553830@N02,bf4b3a0b84,1921,2,20181014_121916,1,0,0,0,1539512356,2018-10-14 12:19:16,0,0,27,file:md5sum=2d485881decb8fe6e7d9c2bf3bacc3cb file:sha1sig=f4dd5ec950ceef978c9a74b423611b8905e987fb,47.024555,12.689372,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/1921/30438234957_c71fa1c43d_o.jpg,2160,3840
30438231417,30438231417,88553830@N02,41e4c1b24f,1956,2,20181014_121553,1,0,0,0,1539512153,2018-10-14 12:15:53,0,0,28,file:md5sum=473d56168f44e77da4a5a990cd728a50 file:sha1sig=88f064d7e43211dcb02c46d2b3a57996000c31ee,47.024305,12.689122,16,0,sDOIWrZQUL.ggEhz9w,12591741,1,0,0,0,https://live.staticflickr.com/1956/30438231417_3aee9625da_o.jpg,2988,5312
